userid,reviewid
AGCI7Z2ERAGGKG4BPPEUVLXHT2FQ,R33PT3WKA3D15Q
AGCIDEDP2GEN4VHVU6CCSRL6RF6A,R3V76M88BH6XO4
AGCILAMQ3VYCN54F3LUXGIFBXTSA,RFZOVKT1IXFRY
AGCJW7IHJTEFPCN67EP75IOGIF4Q,R1FU65T3QMAHXJ
AGCKABAFBXEB4DLQSVS2YPRFULZA,RNDLXV8UJZSO
AGCKE42DFD6N3V5WX7A7XYTQ7Z2Q,R3JX5JS9CX0TLE
AGCKLWECKEAMHEPQZ4RSRYXBFI4Q,R1C4CJG4YFPOQZ
AGCKYTS6NKAUMR36K3LGAKBK7HLQ,R36Y3XNBK12QV8
AGCLISGESOSSRSZW6ATE4IHBDFZQ,R1RUG6JNEQNLSV
AGCLLMGPNMO4IGCQ4253BICGDADQ,R3IX0H9MIZUJNR
AGCMESD262GPMVIP77LD57FWCOSQ,R2775SLGU24T7V
AGCMYXUQA4TOC4JPIJ2NHHMDMNNQ,R1IM78YLKWJZ1B
AGCNLEMAO7Y3K2HRVTJUR46ADX4A,RZRUE1VLMP3QK
AGCOAUC6ORUPLX2ZZZQR5HD3HGHA,R2ENRB8YO7Y4S1
AGCP2OGWNDP3H6ST5WI63QKBKISA,RC2RF00D78VWN
AGCQVRAHII6LOJZ5HYLKVZTHACTA,R3PCRURZ1LS5JQ
AGCRBPV45GJOL34GSLRX4FPLED7A,R3Q8O6PFUVQU7A
AGCRCU432TIF4J2EL7GBEWOIULGQ,R2LK4WPIHJ7WDA
AGCRWRS4RJYVGVKINV3VAR4CGDWA,R877Y6K5MW32G
AGCRWVPOVID3SCYSXUIFZNEVZ5KQ,RE5OA1UZUJM9W
AGCSFTTBWTI4IXP42UHMLZMI6HZA,R2C00975BDT0FR
AGCSGQTOFGYS47AB64E7HYCVXPSQ,R2Q7JZD5DQRYLN
AGCSVYGZ5WIFAKJVQBXPV23L7ZSQ,R2YEAAIS3ZXXW4
AGCTCXJXG6EKLF6ANAPIKPTAW75A,R2PJGCDX444YME
AGCTDYXDS2ERAZO6ACV6JTFOHIZA,R8X3CAMJEQANF
AGCU4M3EJ346F7J4DKXK4C6FKXKQ,R3Q3101C0DYUP7
AGCUJWCPKIL2XXCLVNXIIA7HHRRA,R1PUXDH1YJ1C7P
AGCUQVPEVBIWQQBLSEKK2LSICLPA,R1R6MZFWPE1DN6
AGCVMGZJMOJNXWMAAEQPG4KMLGUA,R76P8S1ZO6BND
AGCW5OYJJFDRSHITPNJ2NGJO37XQ,R2ZG9F0E80XAWQ
AGCWHOWHOTWSN4J2TFAXUEZZUBXQ,R2888CE3TDHQMW
AGCWLCS2OXJ73TQCTOISQS3NAS2A,R2THU52GBFKHLS
AGCX23QVQFBCYCAUWQNM4YHMKMQA,R2BBEAL7JZWXYR
AGCXB54PNFRXYGF7NLH66BHO6S7A,R1C41WPHWU3HQU
AGCXOIOXQ6SMSCU5P73D2VTEEAQQ,R1KDTPUO1RHWGT
AGCZ5ATYCHHLW3424W3YANJIDVUA,R3AB3X4KBEGJ4J
AGD2H2SMDLQK62MH7BFWQ2INBP2A,R2RV2M8NMHN3R6
AGD2H2SMDLQK62MH7BFWQ2INBP2A,R25Z9XP6UQKEBZ
AGD2RAVYCENEIWLBUNTSEHBJ73QA,RD43FPKWA79MH
AGD2S7EXXSXHBCJHTXUAV6FLXAZA,R17WYXS17TYDER
AGD2UEWN67Y75EOCKEJE7TSOKPDA,R88E54B144DD0
AGD3DH2YTXYUU3D2AHBH2FOW5BDQ,R218TWEQR99LCG
AGD3F3J523RVZPEJGZE7WPFJXONA,R19CZW6DWGE2WH
AGD4TUF2TI74HZLJF4SEZHSJL5LQ,R3FL7Q9VYK7FX
AGD4WOYC5CDCE72HI5NLTKJMVCFA,RD4E7SRKUIIAA
AGD5KTBDTS26I2SB3B7LCYBR6U3A,R1A2H4LNTTSZKN
AGD63SACQVHFRKSUCH5VYUZSJEBA,R121BDXPB86E0M
AGD6B62KZDV23C7SNNGH527OSMDQ,R3PW0HIELRL2VT
AGD6G2GDZX44OOJJCN4TLROEP7OA,R2Z92RDSJM71FU
AGD6H2VQE4PJ7QKTSCXBXPBYS4NQ,R26604Y3P1D000
AGD6N3XPM2FBWJ5RWHLC5UDE55YA,R1R7KPNEQCF7IS
AGD6ND3S3MD2GWZDEJJ225BLLLUA,R17OGPT2IDXIGX
AGD6XZR3ZUKMJYLBUAWUB4B4YLMA,R3UF71OXPULBHN
AGD7FEEGW5JL5H2DY4PAHXBXEOBA,RL2IQ53WUNMXA
AGD7U6UETXAMSDWDHOSIMIAM3HFA,R2HMMLCLTHHYZ9
AGD7VGYGPRKMQY3XXC4U3XIDF5CQ,R2KYY1GC45E5SL
AGDA3OTCGWNENWPDHBYUKTNT6HAA,R3R09SQ3LQZWP0
AGDA7CERL2POC3BWBG3FR6XKGVVQ,R564J6V9I533Q
AGDB3UZ4G544VVY2ZDHJUI6KOLJQ,R281F6NM4QUQ2K
AGDBGZ5L5LSR7BK7VXLGKV7JJ7WA,R2CONBLYQT7R1K
AGDC3KZSQJMQL3GNEEMOIZRKXUAQ,R37YZ6CK8TNTM4
AGDD5ACY3AGTMTVBQOC3DMUR6REA,RY95PJLUIT03E
AGDD5ACY3AGTMTVBQOC3DMUR6REA,R2H4C76KXFUF5N
AGDDIKK55GNJNHHGBYXRZNFAJVSQ,R2UZOF31IYEDYC
AGDEK4RWKXOP4OS377LV7WQ2O72Q,R153L369EOHI65
AGDEVIAYABTMIJLTYWTUS5M5VBTA,R1BNWIYBRSI1Z6
AGDFLPE27MVR57QZ5JFVGQXDDKSA,R2V5FI682BEH55
AGDGIO3PXVUTZMX2LAAHXQD454EA,R2WDDYGKMU51DE
AGDGOIKF2V3IFHQLZ7QSCAYQTRNQ,R17YPP58KBZRVP
AGDGRZRK4YI6KTKSMMU5CLNPQG5Q,R1P555HGXOI7HS
AGDI3CM73SM6W3GZTPAXJ23GNXUA,R2ATT3WQL0UB7P
AGDIZUYGIWBTV55BOB2GOTNY6ZTQ,R3122SJIEKZ4O2
AGDJLGA6BF6G4XFQ3ZWBHW7QZFHA,R3OEUY99P64UA3
AGDJOZACINESSIVU4TICK2Y4BV4A,R2K40LX6HLG4KR
AGDJSUUWIZJCPVADFXORM7A6KD6Q,R2S29MR12K8IO9
AGDK7O4R637II4QUCKENDONJGV4Q,R83MIUSADRAJZ
AGDKPXTUSV3HTZTBDED64VHC5J5A,RU2SGN0UVZU6E
AGDKUAES3AEKOQYGU2SSSDV7GGNQ,R17SDYK2YOVXU0
AGDKUP57RD2RF2PYRHJ4HC2WB6CA,R1ZCNUY4FGIBT4
AGDKW4WQN3ZJJ4CVYLNXLCK5CNIA,R22MH6ZS821G9A
AGDLBT3JTXVM7MQMJAMRPW7KSN6Q,R187CEHOWSXVIR
AGDLLU2SF3BJPMEHUPCBCSHW7YOQ,R1YDTGG09KKA7E
AGDLVWA7M4G3IWDMTUODZ2BQEBOQ,R3GR6V9CYLXCTA
AGDM3424VYOWVYWB3TYVDVD2ZZLA,R2VMQ0VVXS5IEG
AGDMSEPDHPK3IT7Q737N6Y233LVQ,R1M33EDRD5XY8P
AGDMYQLJDG7WITISOEIVCEJWV3AA,R2YW5LSIWDR1XE
AGDONPW67V5WB44YKDWUNIOUCVOQ,R2RQTRMPYMIHAE
AGDOSBSPQWBNRA3G4IV3YWOVIOXQ,R8ZDM5P3NBJ6V
AGDOV2OBW4Q2SW6IIJIZNVB76TXA,R1GLNKHFKXA0CK
AGDOVGWZKEQ3M6DA2GHV6WUZT5SA,R2J3Q3BUHJ2S7E
AGDPIWXL6XEBCXAGBYTER5S2JZ4Q,R2VDCJG8SCEN6I
AGDQOOPS6XJBBWHH34E4NJJUCN6Q,R3589B83QJ7IR8
AGDR4WFX53YFXTBXAHC65MMBDERA,R1MTTFP4GWHWC8
AGDRICXTUNSMXWXMHQLN6OCXUMLA,RBF9VE36ZHRYW
AGDRSRFFX2RVEHUZJXQTXGRZ3NWQ,R170382TYOYO5I
AGDRZZSAOT7UAMJBMLYPZYDNCJOA,R2H6JE1EKT8ABD
AGDSPVKPPJG2FSNEYACD45GIJ7WQ,R2GKH9JNW12AKY
AGDV2MRADKOX2DX27DLTJRCUNFLQ,R27BUVT5CYDJ4X
AGDV7VQGI42G6HVOGW2OSWKHBPWA,RDFTXU0U50TS
AGDVBHF2VZWQBVPW2LSCWM523PCA,RB59C2UES2IGE
AGDVKUWO3IY3NBBLOGIPEYI7AQGA,R23LAM247GXXJT
AGDVP275BZYGQLMEGEB3RSVZUS2Q,R312VCX5UBOTYJ
AGDWLF5AV4ORJG6IXPD65BSQ4WHQ,R21TRTA1VGGCD3
AGDWMV5ZAHCSPG6IMWYOTBTOB6XQ,R1CKI4SPAMK1GB
AGDX3YMAIQMEVYPEJAQTYTEIBPDA,R2665SN6A29V01
AGDY4LIW3A477KFMINSUKYRMSK7Q,R2OTWTVJ7UBDIL
AGDZJR57Z4DRGPARXFMEQJWRLSGQ,R32DSGGUO0K1G0
AGE23INNJKHQYZTU3WBTNSCAVGOA,ROZB42OM5ZUZC
AGE2X752RF7ALEWIUKXEJLXE65AQ,R11NV4VR04QD1Q
AGE3DIZBUUHDRMIUR37KDA5WMESQ,R1B7GP3CDJYWX3
AGE43ATINMGDC2ODRZNEM4Q2SEVQ,R1G8SZJG03IY67
AGE4ASVQOHHGYYYKQOMF2TLIXBRA,R1MJS2XFJ5XTYU
AGE4EHGVL2UE25LAURR7KYET2ZEQ,R2IX8LIBU6MKPB
AGE4VV5XHVOEH4P5GC4F6QP5WRQQ,RIVPXD585WKHV
AGE5HMZHE7YBYMEAQJ5B4CP7HG7A,R24NYI1HOKDQ1W
AGE5JVVFCOPUTGK7F2PUUST4OWOA,R20IACRIZKZAQF
AGE5XDFN2XQVXGTDAWUYFKASXVXQ,R1LCV30N6RKEEM
AGE6GHTP6TZV6IMHAQU3X3GSEVGQ,R3RR7IUQGDTSNR
AGE6KNDSGW2KYR7DTGGTFWVWTGGQ,R20OTH46ZTVPQN
AGE6O2NLNA3NUGORPU4SDK2S23QQ,R27HJ954EMEOQK
AGE6XPOPKNMLZ7ZXBNTS4FQKJVWQ,R2FP9LR97EC5QQ
AGE7AOWKJLOVFXMMTBYYLT35OEXA,R1SI1FFO31ZKVB
AGE7NMAHUEHPYGY7HXDJVHUFMMCQ,R1F39THH27Q2Z
AGE7RHK72JYVY6MTM33BY4SVZKOQ,R2CGUT8QR29GBL
AGE7XVUZ2FXSRI3BK5HVLRNWAY7Q,R8V5HHELYQBN5
AGEBCI52WW5TLSTSVXEQKIUJXNNQ,R1N42PBKDI68TK
AGEBDGHKAWRQ3G2K5AKRTQTCKQSA,R2B4QC6Z8AM7H1
AGEBUO6CQ3XQHSSH3PUT2M3VRIIA,R1HLV52BSW2J74
AGECH5TXOT3LNZSNATG3E7NFATBQ,R1WXD21WPVTX5W
AGECQN4Y2J63ODHOTCU6EK3MX5ZA,R1E1LTXU1CPT48
AGECXPAM7BHAHXRREUXEBVRADSZA,RO5MNH2EETV7Y
AGEDNYHQPV3GSF7ZKA3WWGDLKGGQ,R3HTDIUAXMK62H
AGEDP3Y6PLN7EQMVYDLKLQKZBCVA,R38Y84L9CYB7F8
AGEE4II4FA6IYCAZ47PLZD7XRPSQ,R19KN24ZE86FRJ
AGEE5MMSCUBGNWYJ3WY622OZ7Y6Q,RP5AN5NRHB0TT
AGEECPGW53BWDVGR3FIUX54YCUWQ,RUP9QA599PULX
AGEEX6AISIUVY6D46KUUUETMMY3A,R3IO7HFD3TGRO1
AGEFHKQ5LOZMS63V47JBZPDDQI5A,R1G2WWLFIFDIPM
AGEFL3AY7YXEFZA4ZJU3LP7K7OJQ,R2G0ZT4JQX322I
AGEHBUZ4FXMTXQ5W26K2YUNJDKFA,R3IK34WOY8BHL6
AGEINTRN6Z563RMLHIZEHMNU5UOA,R2SYYU1OATVIU5
AGEJRNVD42CVJLY6QQULGJVX6J6Q,R2FBEMK4172QZP
AGEJSKUSIVTSJWJU7VP34MUN2TAQ,REVEDLADDDB1V
AGELGKPUVEJXOFDB3I3OCEGLRHAA,R2NBHF3UEC50C6
AGELSEJKLWPVNPXQ7DGK63PEQF5A,R3LZQDRMNS5CZO
AGEM42HY6YHDGMWMGZYPLVHA27XA,R3X13NSZ9R7V8
AGEMHG7WVU23NHOM3FGBFUDR4U2Q,R1E0XZJHFH6TXM
AGEMLCWZLIJVZMIMPK3J4NEX5SMA,R2HJLACK6M123R
AGEMPEOZMB2CNDKH3XBKWQ4NT6PA,R22ISA1UVT45QP
AGEN4ASYZOLVEWYV3Q2CJR42ZOEQ,R1MOAI12S1FJV1
AGEO4GF6QGKGSKFR3TPV2QB5RO6Q,R3AUNSDP9VKTBV
AGEOQQHGNELZNEUKJAJUA7NTPBLA,R1115HIQP3BKKJ
AGEPGXLHZTDPKQGXC4FIGNYM63IA,R2TIGQXINQG5U9
AGEPZSRFODWZ4XUTXO2HNWLJIMJA,RW2Z2YM3K8UV5
AGEPZSRFODWZ4XUTXO2HNWLJIMJA,R2UI2FZ90PJYJB
AGEQFLTLLFRSOOMQH4DGWAPT4YWA,RTCE1LHDI5MSC
AGERE7VCY2MX4KDYA2UECKHFYG5A,R2OFXYE4YAEW7L
AGERLRPT3Z7WUSIERUPQ3NNUYGBQ,RSAY82S1YEY1A
AGERLZPMLG6VNY6SAB4UTZ7WRBTA,RP49KRXSTSAZO
AGERS4EZVITFCCWLQIZ7P4XAEAEQ,R4GYZF4RHILFG
AGESDEISSJA7HFM6224YLOY7AOSA,RMC53XMIQL6LY
AGESGUTIYJQOZ7PU563DHLYSPRTQ,R27X5G6UFUKCM9
AGET73SJOAW2YXZSDMPGBCTZDPAQ,R2QL8IDEY4CYMQ
AGETIFKS5QE6BZCQPL5IFZ55INOQ,R1T3OG0I4EWZ3U
AGEU6T4TWEHPJGK7WYQEINX4NTGQ,R2PVJY6ZKTLSAS
AGEUOPY2YJ6HCREEOLU73JCGLFVQ,RPGTYXQGC3TXI
AGEUQD256CS42A6PDKDB75VZRADA,R2MOVGGWRV4ZPE
AGEUWYJQ2D7U7S2NLLXE6UEOZRKQ,R2Y54968M42AHJ
AGEUXHN7U2Q26CM6TFOTW7GZXFXQ,R2H2ELE1DG24VY
AGEUYI7ZTBU6QTOBHLOUNLD2XTSQ,R2VKAANDZUB2TJ
AGEUYT4DWSJF64CD5VCFHPX2VMGQ,R3NQKJO364XETX
AGEVYFS5HUW4XJWULHXIHHWYOQCA,R2TDWGLITZUANO
AGEWFIJDNQ73TIDHQIEMY6PTF7SQ,R1SSAFQAM97XHV
AGEWKSFDTAPPBDWREYVDDGF54ZLA,R29Q5SDNP9JWZB
AGEWLEEAALGWMCPDGMT4H5OVJI2A,R2OXL4LSDBE7OC
AGEWO7FPEHZGQ5BE5EA74C32GCPQ,R1TGDKQE54FA2J
AGEXNA5HHXTVUSHJNWFCDPCJOOYA,R2IN91D1WT43AK
AGEYI2JEUE752XDEXSTEIO7LJI5A,R2XSNFIDSF8IL4
AGEYM57JOHPNX77ZYVSXPTX4FVNA,R2NEN86P63G4ES
AGEYV75NXF3MUJH7XB456WFUK2GA,R1UOXH0VDEH21G
AGEYWCB2JWQR7C3RF2SEK26PTK2A,R19IPICAE9A24Q
AGEYZNPASS34VXF5WSWDGKXXOXJA,R30ZEL9WYE5DVP
AGEZA6R66R66NKFHY5CKESBG6S6Q,R3ZUCD78I2REL
AGEZS5T62DR6CMVOT6PTWIKB5G2A,R2EYFONXLL6M0H
AGF22A6YFPOU5427WPDKHGBCDTJQ,R35HIF5EVQDYIM
AGF2ODSIJFBYL52VO3O77F576SGQ,R17E9QT7OVVJVX
AGF3A3NHVCJAOUUJY4W3GLAGGVRA,R3R9U30Y3LL03Z
AGF4WOJV2GZTQSBHWSMDHUABDSIQ,R2ZQ5A84YMYF5L
AGF5DMXE65QXZPJX6BJANVMCGHGQ,R6MP28BOL57KT
AGF6BP7K7OUOWT5WN4AKZWW3UDLA,R18TEDAS6UADRD
AGF752ZU5K45Z2R6A7PZFIVGC7EA,RH7QC8KMYJACT
AGFAIQUG5PIPGUXTO6LP4TU2GSQA,RH5W7R1Y9BY84
AGFCF6HSB2SOWHPEQDVQPWF2OSOQ,R2SR5699KY8T7X
AGFCNG7LPSXN2MSETPNUJX2DSGIA,R10UVB3K1LK8T6
AGFDIWO3DFWN2Z4EMNSGIOVOBHEQ,RDL2RYETBREO3
AGFDV2VE2PFK2W7FQZXLEPHK2BAA,R1RGSA8QU78640
AGFEBW3IPRHJNCKQUJTJQ2GBB3RQ,RIVY9LOY4XDM8
AGFEJBFF3L7ZFO3MWAWARDIZZ4QA,R1K6D5I67P8INJ
AGFGBKO4HNU7RBWUIQ4SEDHPVJ4Q,RLXVHHR81VC4Q
AGFGCIGENNJTFHE6ROZW3R43AI7A,R1X5N0V34Q3ZMA
AGFGMHAZIHB4LSRP3ICDFTVOEYRQ,RT6Q1RSJWHH0A
AGFHRUWQ7C3KCBL6IKJ4BC3JSZKQ,R1KOD8YMT3FJ7I
AGFHSRASMHH6HVE5ZRM7FL7MUBOQ,R2IB02FZ1RPV0T
AGFHWXMDW6NRVZIBPE2NAF4BS2LQ,R2DRWDUDK4VP5J
AGFHZ6AJSZS22WXJ7NGOB6KVSZKQ,R33P4PO6NUBWHY
AGFI73CMZKYLOYXJFEQBOGGVTTMA,R1CQTXZAM4625F
AGFI7QAP24WKYIKSVOKOI6AH5QWQ,R17OSOGCSZ1TU1
AGFIPI7I4JGMPSNAVSWCA4P2WIAQ,R1TI7GK9XO06OA
AGFIU57KQ27B2HIIHLNRXEX4LD3A,R1W63TB4MX8482
AGFJKRNASZD6HAOGNZ6TKXIZ7POQ,R10DZEZJUT4T6K
AGFJLPZONY6JLPA2KQ4VNSB23XAA,R2SNQQV2EWNINJ
AGFJSRWCBODKCJT6UZRNZJGS7REA,R10FKRAEORI9L
AGFJYU5UVYUCUTX3HOBADIW4CMRA,RASSFJPXJD0WU
AGFKMDMUPNFM5JWT6BBY2SEVMHMQ,R169DI8KX4KIS0
AGFKW6ILYGZKEDCK55ADC6QLYEJA,R3V539LPWIH3CD
AGFN3SLEECW6DYL2CVGLIHJCVVHA,R2SB3XYC8XHNUQ
AGFN4JODOM2NTFCJQOHDBQLVDJTQ,RS1N6TNO33BOK
AGFNZ473LGYCCHTA6CZKSUAYVN7Q,R11IIB56J49ZMK
AGFOD6MTODJ2BVFMYDOCLV6XQM5Q,R1UTSUUY3RC5VJ
AGFPDBO7Q4GQBCWMY3OPORD74ROA,RA1RQZLLULLS
AGFPOSNBSZEQER27XB5IHLWGJL3A,R24235I5D6EXHG
AGFPWV2V26QRXMWUSTSGYQRVLW4Q,R327KYMPRK1R5H
AGFQZRCAAKEW5ULV2UIU4RBI6IEQ,R29WIAZC4ETAX2
AGFR664PXRCRSQRQDL24BDLOAQSA,R775RLGKXA7Q2
AGFRVZRJQWOFEH6MWQJS65SIXIIQ,R3O40F4X6UJHEZ
AGFSOG7QWOQRQTDVWUVK4WPOPHSA,R3J8OMTJB5P038
AGFSVYPXDMWJWF53N4TWY3SNOA2A,R3W47CO2GVMAVC
AGFSZ3NBVGWR5NBRNYIEBHLMSZGQ,R135SE2MJDL8AY
AGFT22PQSW5ZDJLFLBQLNNFO6I6A,R1FAH4M3BSL55F
AGFTSZE2FTF4SUTZC7ONQ4JZDRJQ,R1T49OPXXOLBI5
AGFTWXF3QWIHMPN7SMTSHB6HNJ7Q,R35QWAY83WL8H6
AGFUEPQZZPYTSQIL7UBTDIJYUGWA,R2YVWM2WLBVV3S
AGFVDEDXE3HZWF4WGRUEPMDEGISA,R31U43BO6CMP8K
AGFVR7YLNWBVHZT7ZKUMA3OUNIOQ,R1VDA6PEVBN4E3
AGFVUN4637QP6LIOV5R4RLQWPRAQ,R3TSRA5SXC5XJ9
AGFVVKJUZWYWIXOOMYTJYRV4ZSZA,R2EUWEVREWQ4SL
AGFWFWJXJOOOZJGBRVWUFFHZVMVQ,R19L3YHA555YWV
AGFWKP74BJOEEMWDPDRITXUIW45A,R276N47ZR7TWCM
AGFWXRZUB5TYEIPWSULPTK7LHSYA,RZWZCWS5OSBP1
AGFX4BFHOC6FXDFPD2O24RCD32NQ,R1TPVT7TXNNW2
AGFXIO346VXYI35ANHRTU7FE7ZGA,R32DO8SLNF2JSA
AGFXR3KSCZMQCGC4PF6KV4YYBI5A,RS7K2VARSRPPH
AGFXSW2YQHNS2ZPAMQHQLDH5QBZQ,R38ZGFRJN3GTNB
AGFXT5AP3OGXVESL6CATDNFL3U2Q,RI0NHWUS3HCNY
AGFY3ZBTCRZXSPRR4NXXE7N2SKQQ,R3GLFGKDB9OSU6
AGFY572BCNP6M74AI2RXGPJTWC7A,R1A1WNBXQ3ZV8U
AGFYVS63J2YEAO7NGQCRW3TTFB3Q,R1B938V5HN71BQ
AGG22XY7PCKPZDT6352IVLL2H34A,R1GR1N3BCB3VVZ
AGG2AULXZCI6G44ST3BNAHRWDR5Q,RS38MZA2FG7HF
AGG2SNNR26KGUIFF6ZH32A3WZ2AQ,R1GBNN50EN0PFS
AGG2W3XKE7XHPKKOO653RQ2GKYSA,R2J2KA1OUGEH3L
AGG35S7QJCAA7Y4FOAUY6IXKP75Q,R27GRSZF2YL5ZO
AGG3ECGCIKNPZJEVJKMFI24VBSCQ,RVUGXND7SHFW8
AGG44FGU5A2RZMRCILNFIV6SCYDA,R11CX4EPU303P9
AGG5AUMCUIQNY4UVAAJCUF4SBIXQ,RS7UBBKWLI55Z
AGG5B6TRVEJCNBBDIXG2BKPS6X3Q,RZW6HFWRZFZSM
AGG5FYE77JHQSTXRPFUK4QP56OVQ,R3D6738NEAKY6
AGG5NKCVBBPSMNB72ER6WLOTBCMQ,RE4SLVEI48Q4Z
AGG6B7ZD5FGH7KFHMESWE3VMHGBQ,R3333X2IOK8J6C
AGG6QX23VMVZKIKG4SJU4UBNM4SA,R3QTAOTV6O9TGA
AGG75KFRXNLCYVRAPA6D4ZBNTNSA,R35LSY4BN61KLY
AGGAGBP6E3H4EOJFHMKLV6UTDAFA,R1K5TK6UQ9WLRX
AGGAKSKSFU6ZLBA6RL55HZDB3EVQ,RS9M0L1XRI2AT
AGGBACZMWOUQYTGTBUCNPPRSLR3Q,R3QWMJ5DS2A0B9
AGGBFQHKXHD3VWPDNLO423V4TCPA,R10P8JU3ISASFZ
AGGBXJFPXZVOJMMB6MMQOPLCJWGA,RUGI31F4HDHOV
AGGC7EXQIXQQET64Y4ZRMOZBK46Q,R2WOO592FU73V7
AGGCO3ZO6REDF65WNBXQ44BXPVEA,R278O60L9LLNGF
AGGCSIEZNAMED5ULILRMUMIZZ4QQ,RCRNFX4VMUPFM
AGGCXXWA7CJVTHA22YE7PTNWQ7NQ,R3GBYEZ0GVZWLC
AGGDIBNZQHVRAJZXVXAHKBV2Y4RQ,R1ZYMEO92ST8E2
AGGDISUCB6COXRY7SCEYULDTYJSA,R3LJ3MMSH7Z1BT
AGGDISUCB6COXRY7SCEYULDTYJSA,R2SIAIJ2R8203U
AGGE54AKRMX2XMQWQQTSUOPL7CHA,R2C4V03DG7EDWE
AGGEFVVI6ZRLVEJHVX6PO5M4CWRA,R957RND66RVWX
AGGF75HIEMB67OU7J3RDALBSUKQQ,R30SKUMYLSXXDN
AGGFJ5HSIY4FHH4F75FFRBJRBBTA,R11DLOHUC77VHV
AGGFXDLCFZMTLJJDR3ZFKEOXCFLQ,RMDN4PSDM8SKK
AGGFXDLCFZMTLJJDR3ZFKEOXCFLQ,R2IPVSKOO0624U
AGGFXEMEWUIDSSL7KN6EJW42DQ2A,R3JHVSY69JG16Z
AGGGM5HE2PLQKZV33JOD6K2TYPQQ,R2L4UCJ30902KF
AGGH7NCERRPXKHPP6E4WC7RFWO4A,RZIKHTHHFH1HV
AGGHAVSNZUQC5BOOK56TT6TQJSGA,R3OW5MN95Z8BDO
AGGHDE6KFZHEDUDJBD5R27AYMEWA,R1E7GPZ569TBIZ
AGGI2H2AGOIX6IBDJRWULYUP5DPQ,R2OZPGGMUCLSC1
AGGIEHGD6RJYECAZPDG32DAE32SA,R20LSQBJM9GWDK
AGGIJ2Y7MC4VSMU572S7NZMHGSTA,R3ESPNPFL2XD8Z
AGGIQC3X6SACWMNN7EQANQMS36IA,R29JQ2K07HBYIF
AGGJ3PSUJFRST35YO4YJEXGNAYUA,R3MT3F6SGDQJH9
AGGJTBH2YKIJVXXHKKLZGI7BDCMA,R1C5UGJUKUS15H
AGGJWLZDECN7FGJ45NLF4JOUE27A,R28BCVQ1MKZP7S
AGGJYZTRMD5LELUKQE5ZNVQ326BA,R3VO2OQU0NX1GE
AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ,R3OSBPH7X9AQUK
AGGM4C652EG6WSDEOWBQCR7UXG7Q,R3IM6TBVGY4SYQ
AGGM6Z3RLFTGS5WMUPUYH6Q5PWDQ,R25VCXJ891RAYE
AGGMCQ2FU6ORE3JKL6VUTHPQKZZA,R26XU8W37JQI55
AGGNODUMRADB3PQQTLA3U7UKYEWA,RSO46BN8S4OSU
AGGNPDA4Y5XGITWNNOOODFOYXUDA,R353OSCK8VF5E3
AGGOQNG25MN3SQK67LCMYO2ANTNA,RV24IG0ESY0QQ
AGGORGEJT3XXWXUJNZJNW2L6UZAQ,R10NGDU2C04L0B
AGGPBIDY2R3EUF2WDFJDCB27YWUA,RN9FDFWKUWE27
AGGPRBEO44FFHMWGTEGYJIBTPHMQ,R3J7G7NK5FW8U9
AGGQ72HVXMSQN3ZPGCFUB47QYUVQ,RCUHBFP4RIAI5
AGGQG3GYBNP6LFX4FYECSABC27PA,R2KM7BT1FRZOYU
AGGQUNYVRJSUMBI556ZU7NFVAV3A,R13OM9G76N34OR
AGGRC2P6M43GDEWCAHGYAILCSKTQ,R2TEINENXTIHT2
AGGRPJDBEJ3LJVAGGZBCMB2FP3AA,R1665NO7B2DXWD
AGGSPBWHNKPM222VK2PCN4PHRMWQ,R3Q0EFB6CKAL4W
AGGT6VCILAXDI3NPIFAKXBGDYVQA,RDXE4NC3K02IY
AGGTMAPT4WBWP2C62I6CGW22QNCA,R3DLYP0JW3PWDP
AGGTMAPT4WBWP2C62I6CGW22QNCA,R3IZK8U5HI1XOS
AGGUTNEUBYL4DWFU3VO3SR64QPKQ,RC8A7CPLOKIQ1
AGGUXRTUUBYS4F3OJMC6ZARL2GCQ,R2CTTQK8YU774X
AGGVIDBKVQ6APEQVNYKXEWBVKGIQ,R300Z83BCAV2UK
AGGWFEEYQILYSQ7RS7GPJSTUWU7A,RE3OPNCDGNAGC
AGGWFNVDN6N7RMXJH3DXEDO63ANQ,R32LTUGL01I85B
AGGWS4PPWKSNOVP2LLYNQK2Q7NIA,R1RTAR9ZHEKJKA
AGGWXZI3DYEKKDM4B36R7ZJJKAUA,R34WQMRY9WM6SZ
AGGXWYRLPMULBPR7OXPEV6SNOMIQ,R35G82LMN1P1V4
AGGXWYRLPMULBPR7OXPEV6SNOMIQ,R194PSSW507V7K
AGGY6AIN2TRYYC62GJQ5B2Z6ZNCA,RYG609Z9J78L1
AGGYPM6XG63MKRNTABSKYFJZNJLQ,R2B5VJALJVQ8RD
AGGZJWNAT4VKG3N7PB5HVNY2GTHA,R1F88W61P4OKYN
AGGZZQ5IGA5QAIGYO5NZ6PVT3D7Q,R9M1ZHBVREOSZ
AGH2D3JCXGY6SY5ZWKOIDELCLUQA,R3VOHGBLWI7YD3
AGH36QL5SGTNWTOYS6O2342SONMA,RA3AN81AVMPTR
AGH3POHLPXABF3I4ASSGTRXAUPPA,R25WW5K08CGVXV
AGH3POHLPXABF3I4ASSGTRXAUPPA,R34U15DVK45JC1
