reviewid,review
R1UR1TZLC731PQ,Genuine charger at a low price
R26NP9V89IYAS8,Genuine and Good
R2EVEPEGBDK0GS,It's Orginal Lenovo charger.. Should buy it
RL6Y1UJJL18A1,Same as original
RDYBCWGPZF1K1,Amazing charger
R392ZYXC6D3GY0,Headset
R1MJHZXZ09ETAE,Overall a good product. Sound quality and mic quality is quite satisfactory
R20PJKJTCF9RXN,An ordinary headphone
RRBGOD13SHW3G,though its from HP
RFKGZ644H33WX,hp headphone
R21KI36AKNFJAM,Sound quality is good.
R2641YZI4YBHDF,Its okay
R15FO6TEAGIRJO,It is Good product
R2FMPKQXCZIRV1,Best Budget Mechanical Gaming Keyboard Period!
R3B9RMX16ONMZ,AMAZING KEYBOARD! Premium
R97EXY4ON0ZL7,Affordable and neat layout.
R1KUI19PS7DV2O,Pretty good for basics
R6U8VVIZKHF7Y,Value for money
RYG609Z9J78L1,not very fancy but subtle!
R3JITXTZXXJC25,Good keyboard but
RG6KQGZF3D6EB,My first mechanical keyboard!
RJW0MA6VZOJLA,Gets the job done
R3J2O4XRRJFQ15,Original product
RVIOYPQ1ULDAW,Good
R6Y5P0TXY8RZN,THe ink is not full to the brim
RRNZU0RMAOHLI,Original cartridges
R2847VR34HZCCM,Nice
R2JI2VU4R585F8,Excellent refill ink - original quality
R245AZKOPK5DPI,Low quantity
R15LP4CHWX2U71,Value for Money product
RNN7UL8Y8WODW,I didn't receive adaptor with my speakers..I'm disappointed
R1HRCJ7XQY80Z7,Sound
R1P0HMRSS4MV42,I can't AUX mode service
R7X57IG9SMZ9I,Good
R2LRVWCRPJU2HW,Sound best Quality.
R14DQ7KNNHLJA2,Very good
R564J6V9I533Q,So sweet sound but subwoofer not good
R1V27KSTIYDLNO,Sound and Bass
ROMIRCTILGR1L,It's very nice
RJEZREZBPBIOE,Good quality earphones
RD6B051DBXTKA,Best
R393QKRRRTUDD,Super
R19F9OZQQEJOMR,Good
R1EQ9Z8CW9646C,Good quality at that price
R2T9D5WZDBILVX,Sounds good and looks good
RKDNXHI6GT6UZ,Good product
R2665SN6A29V01,5 bati
R2J30R8O3UHZRI,Charge seems to be very low.
R35EO3S4EWYA5S,Good batteries.
R2LI2GPYRBO35C,working fine with my car remote
R1JYP2Y4BB5L6K,Original Duracell
R2MQ6PENPS15K6,Great
R4ZVFDLVBQV07,SANTOSH PRASAD
R1X5M1FCOWKT0B,Pathetic amazon delivery service
R3S0NP80Q732UM,Decent Indoor Security Camera
R3A9W4A6KUCBJE,Camera used by me
R3UONEK0PLA01H,Other than initial hiccups
RCN9YFDUB1BZL,some (Mi Home app) software bugs
R1AELDOYHXC120,it is good for monitoring!
R3N7IVWTZUMGDK,Works well
RM8NC55MRQ6V9,Nice camera but motion censor doesn't work
RM008Z6AJ6V5D,Good
RKFTTUKO1A54T,Quality and compatibility are justified the price
R20P3T7U9RKSBG,Okay product
R1P1QHB04XGZML,Zeb 100 4ports
R1ST7955NYDAIL,Not used at all
RFZ5R15WZV8SZ,Value for money
R1X10TKU9WRYCY,Good
R2EVJ2LKLX2AAJ,Worth full
R30IUGWUAWZ7VQ,Waste of money
R2YU0RDOUNLB5M,Best in this price range
RXK8OJ3F42ATY,Detailed Review & Pros and Cons !!!
R2M9M458Q96FUE,badhiya
R3H1PC871H1GM5,Best Wired Headphones For Watching Movies And Online Classes
R1K9QL3Y422K6J,Very noise
R3C4RMUOAJHGYO,Average quality
R169IX82EZNIGB,Nice experience in this headphone
R3SZOTNLJ4B1LL,Good product
R2IMWFUUTWH8H1,set quickly on screen.
R113GHLAS618M5,Go for it
RH3EG6R2EK2UJ,Quality is Awesome
R2HHF3YVPUJ5KJ,Seems okay
RJXAZXDE8B60L,Good product
R1U7NNCJTZHVTB,fingerprint magnet
RH4Z7TDR11EEK,great value for money though
RD6OIJUG0R241,Ok
R3EUJ7A6LG8X7V,Like all other ball pens
R1DWGT4USEVGYK,Regular pen over priced
R187KH5XJBPS86,Nice
R2XYH31E9NK0GU,It is fine.
RDYNZZPHU7SZK,Awful blue ink
R2MR0DYZVFN3HA,Nice and my Favorite Pen
R3PV91U8ZYN5DU,Reasonable price
R2NZAVDD3V0QHH,If this is M what is S
RH94RL6QTX9ZG,Only Better for neckband
RPERYOA7LX9AI,earphones not for TWSs!
R1TOKDZGUZS111,Nice value for money
R1JDICDMH5NNRY,Snug fit for Oppo Enco M31
R1VM1MXG5JB9MB,Restored my old Jabra Headset with this new caps
R19JHRALQ1YOQ3,Does what's intended
RT2PBCZXFIDGN,Gets The Job Done!!
RGQ39S8C5PP47,not sure if this is a new product or a used one that was delivered to me
R3EJOUTC62KKUN,Good product
RJ8QD3DJEQ5JN,Ink issue
RW1HT9YU7JHSI,Overall good product
R1AP7ME9Q3JURN,need to wait and watch on the ink consumption rate
R1TOT1Q6G43B7U,Very Nice
RH7QC8KMYJACT,Good
R1HRQS0EW6WD1C,Printer is good
R1R5HVWWX3D0P9,Good one
RRDFD5UYQWGA2,
R1U2VOC38FXAK5,bright!
R3JUHPJLOMYOTC,Great product altogether
RZZ1KIFLBPEDW,Good but there are better options
R1D9GKU0IJATXF,Good monitor but bad build quality with some dumb design choices
R3DFY4QAXRWGIR,Very nice
RQGX2ONVZ89F8,Overall good. Value for money
RS93FM8EGCGVK,Quality is too good
R2H6JE1EKT8ABD,My laptop feels protected
RVNAAQ2FDKBI9,Quality is Good but should cheaper as per matirial
RH47AG02THZJ9,Nice color and material
R3LS2IUM23YXEX,confirm the fit you want
R3RKYBJ36UG0KS,Good product
R14ODWGQZ7FOGH,AWESOME PRODUCT AT 2H
R3THK9M26CIDNQ,Warning - This sleeve is NOT WATERPROOF!!
R39PYNXMLNEIYW,As this was my 2nd order for same product.2nd time jo product aaya uski packing bahut hi kharab thi.
R3AMNR0LJWNAUU,Looks cool and variety of colors.
R2P5M80U8OL9OQ,Good product
R6IL66UV4Q64X,very colourfull
R1T1HIPZYE4LDI,Budget friendly
R387TYNEGM23O8,Good one
R337P06I7YZ3FT,The are easy to use and are comfortable
R2MI5HSUR25XG2,Good buy during sale
R323XTLZ6XF443,not perfect
R2PU5PLM2D5A9P,Impressed
R109BR31BO9U9O,1 Major Problem
RP81LPR632RSZ,Good one.
R219G800XSZ211,Value for money product for short power cutoffs
R1HP18PZMA7RRO,Good products
R2NUEOM6M6XSIE,Review
R13BCLN31UCTUC,Great choice if you want a wi-fi UPS with good battery backup
R3D7XJFJ5YMCGX,Good at this price
R1XFCHMC5NZ1Y5,Good product to organize your things
R1CKJ6H0A3FZI0,HOLDING CAPACITY
RX6GFI0WHX38M,Not a lot of volume inside. Only for cables and tiny objects
R1AN2V2QZ2S8KM,Pretty good product for the price (under 500)
R23KGXQ1Q93GB,It does it's job
RH9TQT6VOR6JJ,worth the buy at this price
R3N6ZYBTC2LJVW,It served my purpose
R16URT7BDNOV2D,Overall it's good. But some keys are hard to press
R2YWPNEAQVJ9ZA,Good product in this price range
REXSBUHVOE0WE,The start button of the controller and select button became defective and stopped working
R2RUHQW0ZWPFCE,Decent
R2NSG94BDOKV6F,Good
R3PCRURZ1LS5JQ,Just what I needed!
R1FR7S9JNBVXBT,Great but.
R29RRJ2OJ6GC7,Best controller under 1000
R1AKJKNRBIBCV4,Original review realme buds
R2ZG9F0E80XAWQ,Please Read The Whole Review For All the Details & Decide Yourself...
R39LC2YR7L3N4E,Good
R2ADNFHJ2J8A7L,Ful HIGHHHHHHHHHHHHHHHH BASE
R3VV8VK7HOOYQS,Amazing
RXGEG3BUDZOW0,Good
R374DNITJO308B,A good buy!
R39OSBCH26FDGW,Good item fun to play
RFTP6BKBX70WI,Brightness is good if used in proper light
R1VHLDAFRQLBMI,very useful
R36AIOIL7WO6HZ,Average
RIVLIRNSSO3M1,Good product at this price
R3BIRKRJLDWL46,Nice
R1N8K5CG19N1KY,Good quality product
R1WZU792ROLKVF,U should really go for it if are using for gaming or songs but for calls it not that good
R1X4YGIN6CWPH4,Best in the range
R32Z0RYAEN1DFC,ENC missing.
R1DN8SF3OFPFAQ,Vry Vry nice. ..
RNHRK657LGIDV,Nice product. It is very nice product in this price range . I like it:)
R1DOJAY4KQGAI6,Battery backup is too good sounds quality is Very deep base
RXQATD7YRR3TA,Best at this range
R3HP5GYAC6M219,No review
R24LA0QD5OLK8G,Fantastic
R3Q8NDQHWTOEMA,Spen works
RLU72AJAAOA8D,will protect the screen.
R2Y2ISC0E5DQJ7,Good
R1VS3VC0CZ24XB,Not smudge proof at all!! But apart from that it's good.
R2787ZH86GWL84,Smooth surface
R1VDA6PEVBN4E3,good protection
RWWGO6H2DZMYC,easy application.
R1NVL27P8VGTP1,awesome
RK381D6AH8JFI,Good product
R145H2IMWSHSP5,Product reviews ...
RXUFYS6IXXC27,Best in budget
R23QFCUMOAAF6,Very good according to price
RWOQMMEBT56CR,Nice product data transmission rate is 80 to 85MB/s
R3NQ4FM9WQJM1R,Works well. East to install HDD in this. Will recommend
R1GOBOH4PV5F5E,Very nice product and easy install & use
RRJFTC0VXGP9F,Awesome speed
R39JQE75EPS5DO,Speed in range 7** MBps to 9** MBps on MBP
RUZV4DZKBFJGE,Handy and fast
R1SBQDN9157ZTO,Great !
R1O8LE9DENM39V,Simply wow
R1QGJPE1M4YZKR,Overprice
R240LL92WXKRRY,very costaly
R3GECDAI29GH5G,Speed is fast but....files get corrupt
R1LREWJCMBQIRO,A beautiful experience in your budget. The volume controller was new for me but it works as a charm.
R2HU0UF6QY4WZD,USB speakers
R1M3HZPOB2BCPA,Nice for the price
R3PLOVWNC48BP6,Worth the money
R1K70M5N1R1FLT,Good product
R2HZYR1RYPYEVR,No disable light feature
R6HSVD0DMTQMY,Please improve sound quality and more
R6X92GH1ETNJ,Better at Price
R1R1JK1E1KZYX8,Great Customer care experience..!!
R2XZC0TY29XVLD,Best in budget earbuds with some quality
R10HYVIHZWKK1K,Extremely high value for money
R60DKH62VTGDU,Worth for money and great listening experience.
R3OEUY99P64UA3,Battery backup
R32UNDTOGI8EL1,A valuable product
R3GLNMEB5Q7VW0,So so
R1DEKW8DZTEK4A,Great buy!
R2RDB07DGL4GM9,Good
R3H2WY92CQUJMX,Excellent quality but mouse is small for my average hand
R2LDUGW3VRNHAB,Very good product
R1LRB29GJ35245,Good combo
R2S4Q38HCR9GEQ,Not bad
R34PYQGTCYUFYB,Okay for this price range
R2FNNM6IUQZGWK,Easy to connect
R3GR8P4J5HK9VV,good looking
R2LRRBAFN6I6AZ,Value for money
R1FBE05UZD56IF,Ink
R1IRK5NMYFJN5T,Great
R69JBU6LC4NYC,Best in the Market
R1ZEDLFB9T6IJU,Value for money
RN12RA7AP349F,It's Awesome
R1OGL3O5NB3GXJ,Very good ink as expected
R3JRPVNGDP2W8A,Very good product
R1VOPN2U7TR5UG,Worthful if offered under 800 INR
RCVPU4XZ7O68C,Good budget headphone
R3AAGR6XT4RZOC,Excellent headset
R1D1CF1TVUQET4,Value for money
R2ICO6IKYO6I6A,Not satisfied
R2JZS7D3SMFU1T,The Economical HeadSet
R3FZTFENXGCM9,Good Product in Low price
R3TK26WSQHBGNK,Overall good but not upto the mark
R32FKIYH8C9GMX,Not a disappointment
RYBDLIADVEHDR,but can be better
R3QUBDARIE2ZHS,IT IS NOT A BAD IDEA TO SPEND YOUR MONEY ON THIS SMART WATCH
R3V1NU4NDXXV74,Nice quality
R2FJDY45GI3UEC,Display is awsome
R1EGA4C6RWIIZ3,Ha
R2LUR26FVHY2J9,Good product
R3EIY77S1ST0FV,Expensive
R2C5MD2U054FTI,Good for price
R20BW7AKMPLR7O,This is a nice product !!
R1N81GRGOUWSG0,best quality
R27N6D9QGKDDY2,Laptop Cover bag
R38PPB7S465YMD,Unbelievable product in this Price Range
R1FUZJ0GWDCLUS,Loved it.
R3VJ1YSW5XZI0D,Not smudge proof
R2659C1LEZY2BE,Nice
R2SCWNAAVSIAY,Good purchase.
RUV07628Q4D75,Good screen protector for MI 5 Tab.
RZ10G9SIHUWRY,glass
R1I8JVDSJD2ODS,Ok for its price but the fitting is just perfect
R3NGRQVZQY9RYR,Poor product and poor resolution to complaint
R174KRUPEU2G7V,Helpful product for students
RW2VQKGRRIM41,Nice Product
R3PCJMP1XTXVUP,Very good to write and erased
R1Z8IGSA8ZO3WN,quite bright but have an excessive thick pointer which makes screen to fill up quick
RE91TY7MTPBCX,Good product
R3AW009ZNTYU8I,struggling with erase button
RQI0L92ZT0TOP,it takes pressure also
RG9LN7755H1GQ,Value for money
R1KOODMSYFQFQK,Good
R1WX5RVYVOE2Z8,Good stand in this price
RU34IVNRBGN2X,Stability
R115NGNFV75VQZ,Product is good quality but it has scratchs on it.
R2IELMO4REP9U3,Strong durability
R2CGUT8QR29GBL,nice product
RP30K2QKPN7RL,Fantastic
R2527FDBEJ54SC,Best light stand
R3I568NWPF5187,Pages size is small but good quality
R19KS9NAHZME09,Okay
R384JBLG7VAYNP,Quality
R3T6PJ40WKL2M2,Best
R2HOVG7RABKNQ7,Classmate pulse
R2PVJY6ZKTLSAS,Best paper
R2PIAZDEUTARUA,Good
R8S61DB3WGBVT,I loved it...
R21X3T7OXJDYF5,Nice looking and good finish deskmat
RFZ7PECSOYOD0,Premium product compared to other desk mats
RCNWHX6JCJZ24,Nice deal! Go for it
R13B46MR7D4UW6,Good desk mat
R2WIO7GRU4X1VE,Feels good
R15WY8KFOZPEO0,Best mat
R1GZSDMDXLI6UA,Worth every penny
R2GSFMREX0SZF0,pretty good
R1JB53IQ0AXIHW,Utilitarian
RPKOAVSXXPSKU,Excellent product
R3AIW6ZYB8OS8W,Good features
R1FANNDP3KWHH8,Good product with reasonable price
R2ESITUL5GM8WX,Super
R39Y7SUMSOWEBW,Nice one
R6EAH6XUMX4SX,Average product
RXPO6LV61TV1T,Value for money
R306AT7RAPPB4F,Nice product
R13JZJWRO3P3CG,Not bad
R14BZPIXU4V009,good sleev
R2OJGM7XU1KK02,Very Good Product At Rs 290
R32XRJ1D68UAD7,Good purchase
R3681SST4J2Y3Q,Ok
R12QP5JRRTJNES,Good product
R1APJCJMBLJK5J,Good
R37OWPWWYU7L3G,Good
R2AQ3J8DYODY55,Made for special ones
RA0RPO7G5XXOL,Good Product
R1FPO08RUBD4EV,Awesome
RY9JUX3BONIOX,Gift given in birthday and other
R39E5IAGZK66QW,Good
R28QG0162ONGDW,good
R1BZN1SP6YIRH2,Pen is Best Gift for Everyone.
RS0YPV8CGGS8R,Disappointed Review after 1 year 3 months of usage
R3LR647NBSDMCU,Good product and received latest V4
R3INDETNPWMHWX,Good Budget Gigabit Router with Beamforming and multiple options in firmware
R2N03PA780KAJD,Range is issue for 5g every where
R1I4DIVJ3IZNGG,Value For Money
R3LGQPRXIGK0OZ,Go for it
R9H7E21WJPRKL,Super
R662AI3F4SL2W,Signal
R36ZW65JOPFS8L,Worth it for the price
RAEGRKQ26HAKB,Ink goes very fast
R3U1GKVTCQ21OO,Best print Quality.
RAHRN3DS37LUC,Not everything looks right.
R176NMLL4UKOG4,It's nice
R1OZH39239I73K,Good one
RS9AG75KQ5ZWV,Good for home printing and school assigmntsnment
RSG6CEI9TVLPB,After every 100 copy cartridge has to be replaced
R1LQVBM4K06W5S,Awesome
R2JOL8YUJPQPHV,Good
R4GYZF4RHILFG,Product is good but Amazon packaging was worst .
R1N31UERSTNV5O,Good
R2MUNSVDTDZEWJ,Fufills my need
R1KOFVG8EPNCLM,Good
R2COFUCWX7JY7G,Nies
RFCY28Q2RJYLY,Cheap and best WiFi 5 gigabit router
R3URKY34C3O6C6,Good product! But price is high
R2SMDSG8MX72UY,It's good but not bad.
RH36PLQFRREG5,Just Go For it
R50KZDO2KFBYT,
R2XL28KE1P2MKO,It was good and strong and easy to use
R3DA5G1OV59TGX,RELIABLE
RSFTU5X4MU4K0,STRONG DESIGN
R33V9MXUFMY7S8,45209
R14SXAZCRPQZNK,Grand price good product
RA7ZKRJ46E457,Good quality
R311BANNTQSXO1,but not the best
RFEQZHNT7QDV3,Very good product.
R12TLXBNBGY3Y7,Easy assembly
R31NPLPBEHHJVO,Easy Installation
R1T99LYGHCHHML,PLUG N PLAY.
RIW7K2PKLTNVA,Good case with less sturdy body
R2W6BKEVXNT3N,very nice design and long lasting
R1W63TB4MX8482,Good mouse
R28EZ6Q89SHMHD,Long time user. This mouse is built like a tank
R1D7A93DR9F1F8,GAMING MASTERPIECE? *REVIEW AFTER 1 WEEK*
R3GZGLWVKTBWY0,Amazing mouse
R1VY2XWEWPHWWO,bad cable
R2I50QOEBLLIHS,Too Heavy for anything
R2U71462QVBEYX,Best gaming mouse on a budget
R1JNM12EEHAKDU,Good rechargeable battery
R3D30LR1EYBE2P,Seems to be good
R30L9O9HJ5UAK7,Nice
R3QZUREJQF2YLA,Build quality
R3MY5QLMJHTG5E,Good
RBTESL54NFQBN,Met expectations
R3S8IJGRFFCKTT,Good
R14K1I1T1JA1QO,Good charger
R26QIZZV7XHNIM,Convenience product
R1GG4OCTVMJ08P,K380 & M350 Lavender
R17YPP58KBZRVP,Excellent keybaord
R2KAS4LGHND8IP,Very handy andneasy to use .. the quality is as expected from logitech
R1R2V16C9M5EE5,Cool keyboard
R3JFQAZ34O319C,Not worth the hype
R24Z5Y8NGE1CA4,but manageable
R3QQUAIJT1HNL4,A Robust
R113XKB6ZAUQF,Good printer but challenging setup
R2SOXALV4NB8GQ,Use friendly
RONEN38QVS6OD,Printer is good for home usage
R1SSASOUEVFGI9,Good
R3NJ4S4NF2MA16,Its a nice product
RCNZVZSXG9YK0,Canon PIXMA E477 All-in-One Wireless Ink Efficient Colour Printer (White/Blue)
RAN94F4HUX984,Photos ar not clear
R2PCQJOKH6H8MK,Perfect printer for home purpose
RNAHH2L1RS339,product one time replace worthy product i got
R25LKZL3WI5EYS,Great
R1KYR1BYKCW4XR,Works decently. Does have some issues
R1Z2TE2D9DSTWJ,Best In Budget
R3D1T07CPJPZ8M,Heavy and a bit easy to heat up.
RN0DG3MRTSSP6,No compromise
RLK0Q8WACYKMY,Super in low budget
R2FOHIRKITGEFQ,Paisa Vasool product as per budget.
R1DQD1BRKH1AIO,Good product with bad resellers
R3ESPNPFL2XD8Z,Works great
RS64CINVRWLQ7,Best in Class.
R38X9EM0L2O5AW,Best quality surge protector
R2DB9HD4SGR8PU,Sturdy and Safe Surge Protector!
R3CRC3DNW750LR,Good
RKS4KUTPX1X5Z,Perfect product.
RF9V415MCUOM1,Best quality
R17OSOGCSZ1TU1,Pretty good
R2V3IDY4X5DO07,I m happy got 3 at 121rs.
R10YPJXXLIT9PF,Product is good
R2NI83SF805SZB,packaging is worst
R2O53KW0B4KLDY,Ok
R24235I5D6EXHG,Great product
R2ATCM75K287E3,Smooth pages.
R15Z1PSJ93SSWJ,Value for Money
R268UIIQ8R8LOR,Excellent product. vlue for money
R15VZPEXXYZB7I,Decent product
R3R1OIOGZG4W4C,
R3EQ4KGEQ3TQLL,Its good product
R2N86U6QNUP5VH,it does the job
R3E30BZGJ93XEM,Works for a year
R3M5YID5J08Y5T,then stops.
R3BE5A24UBV6J7,Good product
R1OSNR3MGFRFSP,It's a good product but it could have been better
R30DTM6QZ6M7WP,OK ok
R3S13J4FS6WPSO,nice choice
RLZ31DCVWX3TE,Imou Ranger 2 WFi Camera
R1P3GEEP9IQDDU,Very good
R37LC3F796EB2F,Two side communications are appreciated. Mobile app quite complicated to understand and control cam
R96RJS8HIVU9Y,Ordered grey
R2RNSF4YBRGI3I,received white colour camera
R3163MRJDEJMN7,Lighting
RSQGCR6V7H766,TINY & USEFUL.
R39PS8UO1CZS2D,Fair product
R2G3S1O4BOU5BM,Worth for money
R2OKTDJ57O6M8M,but for my case usb pin got broken after 1 month usage
R2Y0AL3630YZ03,Good
R3PUTU32IYSOX0,Small but Handy
R1NV8Q97WIK4LE,Good product
R2BT60BZIDC986,the only ANDROID tablet that makes sense in the non-sense tab market of India.
R17KDJGM0QOT3P,An impressive tablet for Android (at last)
R2U9CP6B4FEVBN,All good but miner bugs just don't upgrade it to 13.0.6.. New update details given
RJ29G3M313IFR,good tablet
R69FUCBNGBRX1,A Quality Sound-Signature but leaves craving for a decent bass.Quite fragile too.Compared with Senn.HD 202 II & Sony MDR XB50AP.
R8VZ569JVM3CS,boAt 225 vs JBL CS100 vs Sennheisers cx180 | DETAILED Comparison after 1 YEAR of USE.
RLHRP9RFNLBWY,Good product but one-leg-rubber missing
R2C5QG39XNO5MS,Stong and sturdy
R18G29NPVIGLWJ,Good
RX6C2AZO7L6A3,Height Adjustable
R17FIVZES7T2LX,Superb
R2KKPSW7W1WW38,Value for money
R322DDJFFCLA2H,fabulous
RHR04GI4R2ULD,A valuable purchase
R1TJKL76C0W8AT,Decent product.
RI1F2WGK4HN7I,Good
RC05PR7RHAM9E,Good quality
R1LKX7E6XKVV27,It is original hp 65w chrger
R2FOPD4PXWCP5N,Right product
R2URWEN1QK21IU,100% authentic
R37JHQEP9ROA6N,Good Quality
R3DE3ZEHY39HOR,Decent
R3GUXZHJQIMMGG,Good product
R27GLD21LM330R,Good
R1QKCIUA11Q764,Decent product
R1H8WXNDG50VLO,Good stand as per the price
R3UCW7IYN6BWZ3,Good
R5ADY24AITSUM,not great
R9FF9TS3M8P92,Not so good
R20I0S1U3RR780,not so bad
R3L1T1SL8IC3UH,Very useful product to organize cable
R250EC6F25GMQ2,Great
R394W20XOQRZP5,but a piece missing
R2QGR6SJBD2P9Z,Must Have for WFH Setup
R186IO80N0J27F,Value
R87MN20OCTGUO,Exactly what I expected
R371GCMZMTM6ZS,Great product with a neat finish
R2ELNQ06PADW2K,Love it . Little Expensive but can't complain
R1XLI27TRADFPX,Good product
R7BJF3442UAD5,Decent
R3G24OOLVH7NPF,Highly recommended
R12IKB9O73E02,Kids love colour
R2ACTXOL3JK11B,Most awesome choice for your little artist and you
R1TI7GK9XO06OA,Good product excellent quality
R1AP03CT7J9XZY,Good product
R1DYZ7SHA1FWJ0,This give happiness to my students
R1YFWBTKE811UK,mast mouse hain
R7JA1V7MRECMB,Awesome and cheap for gaming mouse
R21GDLJZA5TI9W,sensitive as I expected
R1O4EEFOQBZ0JO,Mouse gaming
R15B7E5SEJPSZC,Build quality is very worst
R197ZA6SKUG991,awesome design from HP
R3ND0LPTOXRICR,Best Buy
R2NAFIJTOX2QVU,Perfect
R367C8BV6Z0S2R,It is value for money
R9M1ZHBVREOSZ,No problem
R1B2QSKDQHE9QB,Nice
R1Q0759SBMZ8Q0,Quality
R3TSRA5SXC5XJ9,GOOD QUALITY
R31U43BO6CMP8K,Nice product
RICP1UJVB4PBJ,Good
R1T3MQ9K7LNI8D,SATISFACTORY
R2I07NZ3TO67ZS,Good
R1TFPBGO0PT14P,No guide stickers provided
R7XWY4BKE5UP3,Value for money
R2O91G56I5D5YG,Ok
R2AXSATZZSSY51,Packaging was best actually great
R1V45KR4JDINGH,Alignments are not proper
R28IIWM1MJ40FD,Screen guard
R1T583O5CK7Y4T,Good
R2HI3320WX2KM4,Good product
R10IFN992C8DZK,Metal but still the hinges can be made little stronger
RCUB5N7M7W4XM,Need to have slot to keep the stand more steady
R3PSGENDBUUIVP,Decent product
RJ60KRLZG27ON,Good product
RV54JVI6BCMEA,Just fine.
R1FU3HL7CR7VVB,Nice
R23MCK9MV2XQ7W,Costly but as per product description. You might get very cheaper in local market
R27KFK4I73JLFE,Best product
R8V781K3EEXOA,So good
R1MJD5E998G25Q,Nice
RNPXYD8APOUDV,Worth it
R1C5WKDF78NSE7,Used it for more than 3 months. No complaints so far
R1T6TU1EH6B8FD,Working as expected
RATCMF628XERW,Battery use more
R1ICHIF70ULN6O,Overall satisfied
R1QL22IXTM3HYM,Good...
R2BCCQQCMW4X56,Nice pen but it has some problems.
R8MW9P91PIMJ3,A great buy
R1IR8LR4A6GBLG,Good pen but finished really quick
RO0DFX54L3NCC,It's ink gets finished after using it only for 2 or 3 times
R1KTHYCCXHUBFI,Very nice pen
R19DP6TCU06P4W,Best for neat homework.
R30Y585J7G8SHZ,It's help me earn my bread butter
R2QMH49QWXWXD5,Overall good product
RZE6PGLAOZVVT,Perfect
R1PHM7L7T8WXRZ,Amazing product for Laptop
RL0X3ZRIGX4DE,Good product
R1XNTF1614VIVX,Very good
R32J5M2PXSRPZ9,can be better
R3BK8L5F69OOGH,Good product
R2QI0ODM6RBGCL,Good product
R3TXEYX89U440E,Good keyboard with some cons
R3IK34WOY8BHL6,Wrist pain
R3QGSGJ6K6D8R9,Worth buying....!
R2G3VN5XLQYOVV,Acceptable
R1N6IARF74XEVV,Value for money
R37LARJ1BGF0R1,The silver coating came off after 3days of using
R156J5Q0HIXPHD,Awesome keyboard
R2QGF4PD8AJCSS,Budget friendly keyboard with 3years of warranty.
R29R1TCYOAWFAX,quality is awesome trust me guys
RIIZL921VLEN2,Nice to purchase
R3H6WPGK1I39B6,Aesthetic look but not sure about the reverse side
R2QHCEASALRHYF,worth the money
RQ1YOGR9ENQ0S,Zipless and logoless but great product
R218PBX172UQIP,Value for money product
RRQXXW3ICBFQF,Looks good
ROR9XQ354KNW2,Size
R1NAJ7CT76Z9SF,it worked properly for almost one year
R17L9205IYOD,ok
R2GAKH6NBQPCFV,USB lamp
R12VH0YMA85Z6G,Value for money.
R241P9DGAUL3DX,For defective I guess. One or two LED not illuminating properly.
R3GYBSPX62MJ3L,Just ok
R2YP7C5YQJME2G,Very short
R2HJ98L0OHC1I4,Ultimate nice products
R1UJCPI3A1IO62,Good wifi extender
R2PYJXSSG9BFTD,Value for money!
R16SXX1OBUEAMB,Nice Product
R4TFLMVQ5UVRJ,very satisfied
R8DMW17GQ6AOQ,Does the job
R2Z1QU2RURR98B,The product seems to be decent and good.
R1FYTHP32JRK5P,Good for home use
RY5MNH5OG5MSW,Extender is good but no 5G
RLXE2MCKLCYMB,Strudy
R39DFUZXNDFQ4,Awesome connectivity........but bass is NOT upto the mark
R30U7W2G83AI48,Good for home
R2XV70VLS1FAG4,Superb Product but no memory card slot
R2J9MLKK77OS34,Good box as per range
R26A2586S9NYG2,Good
R3MYYL9O8BO3GS,Good but battery drain fast...
R1MGSYIMCSNMTO,Good
RK1D5GNVFWW81,Android & IOS
R1J8O3B5JA0UAZ,About Mouse
R2MSW0Q2BS0Y0P,Broke after two weeks - Update: Product replaced twice and it works now
RSN8DME4CMZOS,Good
R2FWC32CELK3AN,A perfect one
R1S08DNN0E78R7,A decent device for daily use
R1ASEJB3TZPPVG,Overall a good product
R1X9I04FF3QE0A,So far so good!
RSVV6T480YK7W,Good product for beginners
R22DHM4LC4189N,Wonderful
RS51GZQV4URIF,Good
R3KIJ4STUFAA1,Rate is affordable
R3VBGTOFWPE9OQ,Nice will order again
R34NVGOBJPJX6D,Very good deal
R20XKKJEEML1C9,Super
R8EZGLNJWYUI0,Drawing books
R3I9XKM92J6MPP,I was skeptical at the beginning but now love it.
R3LL7D9XJ1KM17,It is mechanical keyboard
RYLP8P4MU9IXE,Very Good Build quality
R33MZE2UWBBE68,price of Rs.1500/- is justified.
R1R07DE8BH5DW4,Amazing
RR4IXFU8KX870,Great budget keyboard
R32JIC0LIX3QC8,Value for money
R33RK3EZHCIJ1U,Very good performance
R2CZ99K13VTGRS,Nice but few Cons (*that you must read*)
R34J3428JVACPO,Smooth
R2F41WQEBTUTFF,Nice
RD1MU2VG6M6UQ,Somewhat good.
R1SIJVA8560EVD,Its ok
R21LU3V1GD14WH,Very nice pen
R2F33G5FCPMU0I,Nice product
R3BJSYU0KEIL4K,Best parker pen with very cool design
R1KPESOANRAUT2,Good Pen at Low Cost
R2765UCQGUXR8Z,... have been reading about this pen which I would like to answer
R1MIY4MLC7OEMH,Decent (at this price)
R13HF7067D65NX,Very nice.
R2GFTD22MUWJXJ,Not for speedy write...
R22XIU2YN41JLY,Nice pen good quality could be more smoother
